epoch,train_loss,val_loss,val_mae,val_mae_real,lr,elapsed_s,mae_zpve,mae_Cv,mae_gap,mae_G,mae_HOMO,mae_U,mae_alpha,mae_U0,mae_H,mae_LUMO,mae_mu,mae_R2,r2_zpve,r2_Cv,r2_gap,r2_G,r2_HOMO,r2_U,r2_alpha,r2_U0,r2_H,r2_LUMO,r2_mu,r2_R2
11,0.040812193612934186,0.03529210822557352,0.12804298102855682,9.436716079711914,0.0004999999999999994,542.9,0.09720930457115173,0.15518693625926971,0.11602818965911865,0.05113087221980095,0.18346190452575684,0.05111445114016533,0.1405356079339981,0.051417768001556396,0.05232406407594681,0.11805525422096252,0.2825019657611847,0.23754942417144775,0.9800823330879211,0.9469727277755737,0.9729424715042114,0.9928781390190125,0.9356279969215393,0.9923521876335144,0.9529337286949158,0.9924463033676147,0.9924480319023132,0.9720103740692139,0.8343113660812378,0.8778331279754639
12,0.039216006398861164,0.03519967389114401,0.1293921321630478,9.75321102142334,0.0004999999999999994,585.3,0.0977991446852684,0.15770474076271057,0.1251867562532425,0.04739449918270111,0.1840783953666687,0.04969117417931557,0.12524782121181488,0.047848135232925415,0.04902470111846924,0.13062074780464172,0.2853080928325653,0.2528012692928314,0.9807720184326172,0.9487881660461426,0.970223069190979,0.9937340021133423,0.9365529417991638,0.9927591681480408,0.9609306454658508,0.9933096170425415,0.9931236505508423,0.9681913256645203,0.8355450630187988,0.8709144592285156
13,0.03794768654682323,0.03475348371842268,0.1302681714296341,9.83358383178711,0.0004999999999999994,627.6,0.09268857538700104,0.15276217460632324,0.12140356004238129,0.05136389285326004,0.1967179924249649,0.052369795739650726,0.13874933123588562,0.05306879058480263,0.05391845852136612,0.12463703751564026,0.27630558609962463,0.24923300743103027,0.9816189408302307,0.9503028392791748,0.9721983075141907,0.9932153820991516,0.9308888912200928,0.9925285577774048,0.9534454345703125,0.9924626350402832,0.9925256371498108,0.9706066250801086,0.841998279094696,0.8742236495018005
14,0.03650057919052064,0.04244866660159485,0.15829592943191528,12.776031494140625,0.0004999999999999994,669.7,0.14708924293518066,0.23301903903484344,0.11032145470380783,0.07914000749588013,0.17674051225185394,0.0794425830245018,0.22296760976314545,0.07946357131004333,0.07886166125535965,0.1129225417971611,0.27183231711387634,0.307750403881073,0.9599695801734924,0.8925009965896606,0.9759871363639832,0.9853512644767761,0.941188395023346,0.9852294325828552,0.8974559307098389,0.9855232834815979,0.9854862093925476,0.974519670009613,0.8461756110191345,0.82346510887146
15,0.035346309768859586,0.0334099327859694,0.1265595406293869,9.348011016845703,0.0004999999999999994,711.6,0.09490570425987244,0.16514216363430023,0.11496326327323914,0.0514313243329525,0.1766567975282669,0.05245671048760414,0.13235680758953094,0.052357595413923264,0.053093474358320236,0.11471433937549591,0.2769521176815033,0.2336840033531189,0.9813235402107239,0.9462094902992249,0.974263072013855,0.9935593605041504,0.9425569772720337,0.9933978915214539,0.9594186544418335,0.9933978319168091,0.9933748841285706,0.9743695259094238,0.8408161997795105,0.8896872997283936
16,0.03436330472497358,0.031503013509368946,0.11544424295425415,8.525280952453613,0.0004999999999999994,754.2,0.08277332037687302,0.1328914910554886,0.10735297203063965,0.04232554882764816,0.17152133584022522,0.04101301729679108,0.11145824939012527,0.04257985204458237,0.045326150953769684,0.11339379101991653,0.27448755502700806,0.22020763158798218,0.9853827357292175,0.9593055844306946,0.9773944616317749,0.9943322539329529,0.9430514574050903,0.9943293333053589,0.9670538306236267,0.9940451383590698,0.9934326410293579,0.9748741984367371,0.8433620929718018,0.8968225121498108
17,0.03354129576447403,0.031995769555198124,0.11971592903137207,8.937557220458984,0.0004999999999999994,798.6,0.09185010939836502,0.1411055624485016,0.11128921061754227,0.04366665333509445,0.17260058224201202,0.04606587812304497,0.1206304281949997,0.042628366500139236,0.0419313982129097,0.11804001033306122,0.2741488814353943,0.23263408243656158,0.9827061891555786,0.954127311706543,0.9758820533752441,0.9945006370544434,0.9436213970184326,0.9937652349472046,0.9630236625671387,0.9944847226142883,0.9946452379226685,0.9741474390029907,0.8478655815124512,0.8869962692260742
18,0.032602354393910724,0.02984595690605765,0.11089641600847244,7.845304012298584,0.0004999999999999994,841.0,0.0872415229678154,0.1336200088262558,0.10829544812440872,0.03373647481203079,0.1701652705669403,0.033485304564237595,0.1091114804148674,0.035770073533058167,0.0341036319732666,0.11178325116634369,0.26386550068855286,0.2095789760351181,0.9842692613601685,0.9603897929191589,0.977064847946167,0.9960795044898987,0.9449061155319214,0.9959324598312378,0.9698092341423035,0.9956431984901428,0.9959421753883362,0.9758964776992798,0.850033700466156,0.9032903909683228
19,0.031970747431948734,0.031126945002261323,0.11685474961996078,8.964454650878906,0.0004999999999999994,883.4,0.08088231086730957,0.1317378431558609,0.10899309068918228,0.043689943850040436,0.16669756174087524,0.04139738157391548,0.13031980395317078,0.04316159337759018,0.04209473729133606,0.1110011488199234,0.2676272988319397,0.23465417325496674,0.984992265701294,0.9586737751960754,0.9765398502349854,0.9940215945243835,0.9476226568222046,0.9944027066230774,0.9585767984390259,0.9940503239631653,0.9943239092826843,0.9760423302650452,0.8501185178756714,0.8895270824432373
20,0.03124315355423134,0.029375960762861385,0.10743933171033859,7.757818698883057,0.0004999999999999994,925.7,0.07546618580818176,0.11399035155773163,0.1032828837633133,0.0360410138964653,0.1658613085746765,0.03466327488422394,0.10156000405550003,0.03740633279085159,0.035401344299316406,0.10778031498193741,0.27321940660476685,0.20459945499897003,0.9879165291786194,0.9684886932373047,0.9786563515663147,0.9959699511528015,0.9480841159820557,0.9960649609565735,0.972970187664032,0.995704710483551,0.9960228204727173,0.977258563041687,0.8448292016983032,0.9092079401016235
21,0.03069584944070349,0.02981600598638783,0.11209002137184143,8.480428695678711,0.0004999999999999994,970.0,0.07732376456260681,0.12675534188747406,0.10606013983488083,0.04310530796647072,0.16140972077846527,0.04004056006669998,0.11243417859077454,0.04281744360923767,0.04215588420629501,0.11095431447029114,0.26219454407691956,0.21982908248901367,0.9859848618507385,0.9604999423027039,0.9779930114746094,0.9941657185554504,0.9507283568382263,0.9946000576019287,0.9658828973770142,0.9944078326225281,0.9944242238998413,0.9764866232872009,0.8534128069877625,0.8962128162384033
22,0.029971429012290978,0.028371507327396954,0.1073097288608551,7.758674621582031,0.0004999999999999994,1012.4,0.06974085420370102,0.11791141331195831,0.10497158765792847,0.039509452879428864,0.16693586111068726,0.03911703824996948,0.09342744946479797,0.04006035998463631,0.03846399113535881,0.11492355167865753,0.2625187933444977,0.2001364678144455,0.9887769222259521,0.9658377766609192,0.9782038927078247,0.9956784248352051,0.9484399557113647,0.9957632422447205,0.9753715395927429,0.9956716299057007,0.9958165884017944,0.9745216965675354,0.853316068649292,0.9126951694488525
23,0.02921300551826898,0.029868802503976135,0.11204162985086441,8.593355178833008,0.0004999999999999994,1054.7,0.07785477489233017,0.13153691589832306,0.10753080248832703,0.03456003591418266,0.1661410629749298,0.034639421850442886,0.11351650953292847,0.03424233943223953,0.036038268357515335,0.11011793464422226,0.2647145092487335,0.23360708355903625,0.9868003726005554,0.961621880531311,0.9770523905754089,0.995589554309845,0.9482578635215759,0.9955840706825256,0.9687310457229614,0.9958283305168152,0.995329737663269,0.9761936664581299,0.8531901836395264,0.8922276496887207
24,0.02889874914872493,0.02688094686163068,0.10169216990470886,7.294518947601318,0.0004999999999999994,1096.7,0.07572243362665176,0.1021309643983841,0.10091472417116165,0.030449669808149338,0.1642765998840332,0.03076234832406044,0.09225331246852875,0.03484770655632019,0.029888642951846123,0.10647546499967575,0.2569517195224762,0.1956324726343155,0.988250195980072,0.9727814197540283,0.9801055192947388,0.9968867301940918,0.9503219127655029,0.9969501495361328,0.9770880341529846,0.996600329875946,0.996944785118103,0.978367030620575,0.8583088517189026,0.9159529209136963
25,0.028409820633724894,0.02957130565697951,0.11250007152557373,8.484772682189941,0.0004999999999999994,1139.2,0.07434520125389099,0.12454475462436676,0.09993058443069458,0.04991692304611206,0.16221928596496582,0.045859236270189285,0.11146821081638336,0.05078663304448128,0.048828255385160446,0.10681097209453583,0.2648658752441406,0.21042485535144806,0.9866793155670166,0.9604153633117676,0.9805250763893127,0.9933792948722839,0.9500464200973511,0.9938196539878845,0.9667055606842041,0.9932636618614197,0.9935372471809387,0.9781637787818909,0.8536049127578735,0.9034751057624817
26,0.027736885324350848,0.026629589954946044,0.09983167052268982,7.230100154876709,0.0004999999999999994,1181.5,0.06444703042507172,0.10292380303144455,0.09712096303701401,0.033020783215761185,0.15690870583057404,0.03075229935348034,0.09551550447940826,0.03268658369779587,0.031382787972688675,0.10247234255075455,0.2580356001853943,0.19271358847618103,0.9900093674659729,0.9724041819572449,0.9811843037605286,0.9965282082557678,0.9535230398178101,0.9966663718223572,0.9757217168807983,0.9964227676391602,0.9966475367546082,0.979875922203064,0.8578877449035645,0.9169392585754395
27,0.027301248160352874,0.026271361255283687,0.10034062713384628,7.291465759277344,0.0004999999999999994,1224.2,0.06450194865465164,0.10530668497085571,0.09918917715549469,0.034812889993190765,0.15661482512950897,0.034143656492233276,0.09134332090616226,0.03165394067764282,0.03753967583179474,0.10315098613500595,0.2545396685600281,0.1912907212972641,0.9903972148895264,0.9725096225738525,0.9805041551589966,0.9966250061988831,0.9531676769256592,0.9967315196990967,0.9764527082443237,0.9968880414962769,0.996221661567688,0.9793323278427124,0.8612735867500305,0.9176710844039917
28,0.026653010344590528,0.027420300965148605,0.10596396774053574,8.114551544189453,0.0004999999999999994,1266.4,0.06195768341422081,0.10031452029943466,0.1020720899105072,0.03808361664414406,0.15936756134033203,0.04325608164072037,0.10727561265230179,0.03682979568839073,0.04288160428404808,0.1084037497639656,0.2608773410320282,0.21024802327156067,0.9909613132476807,0.9744808077812195,0.9801679849624634,0.996737003326416,0.9529051184654236,0.9958047270774841,0.9734557271003723,0.996685266494751,0.9961068630218506,0.9780555367469788,0.8571174740791321,0.9044930338859558
29,0.026171017191618167,0.026173837065840894,0.09961944073438644,6.981895446777344,0.0004999999999999994,1308.5,0.0719885304570198,0.1102447435259819,0.09868680685758591,0.03021049126982689,0.15729494392871857,0.028657779097557068,0.09713627398014069,0.028906580060720444,0.03142295032739639,0.10252674669027328,0.25092557072639465,0.18743182718753815,0.9881570339202881,0.9704238176345825,0.9808372855186462,0.9966776371002197,0.9530240893363953,0.996820867061615,0.9745346903800964,0.9966953992843628,0.9964163899421692,0.9795322418212891,0.8629370927810669,0.9207532405853271
30,0.025890576835576065,0.026529342574157296,0.10272416472434998,7.630068302154541,0.0004999999999999994,1351.1,0.06416203081607819,0.10469861328601837,0.09797053784132004,0.0458274744451046,0.15592853724956512,0.0436064749956131,0.09414557367563248,0.038108114153146744,0.041640736162662506,0.1012008860707283,0.253764271736145,0.19163668155670166,0.9901090860366821,0.9711092114448547,0.9811305403709412,0.9949379563331604,0.9543125629425049,0.995186984539032,0.9761375784873962,0.9957504868507385,0.9954301118850708,0.9801197648048401,0.8612847328186035,0.9156330227851868
31,0.025508226013564235,0.026358263970753568,0.10221926122903824,7.346621036529541,0.0004999999999999994,1393.5,0.06401697546243668,0.10381138324737549,0.09670855104923248,0.03561932221055031,0.15991470217704773,0.0392802357673645,0.10378669202327728,0.038211971521377563,0.039949774742126465,0.10346448421478271,0.2543465793132782,0.1875205636024475,0.9900108575820923,0.9717326164245605,0.9815564155578613,0.9962623715400696,0.9532331228256226,0.9959927797317505,0.9749636650085449,0.9959800839424133,0.9957431554794312,0.9794278740882874,0.8608250617980957,0.9184948801994324
32,0.025158692440825293,0.025897151502707653,0.0994647964835167,7.1884989738464355,0.0004999999999999994,1435.8,0.06898080557584763,0.1061943769454956,0.09760357439517975,0.03444311395287514,0.1537494659423828,0.03099207766354084,0.09019247442483902,0.03444402292370796,0.03276407718658447,0.10268096625804901,0.251703679561615,0.18982891738414764,0.9896004796028137,0.9716483950614929,0.9811092615127563,0.9963566660881042,0.9551888108253479,0.9966267943382263,0.9767330288887024,0.9963092803955078,0.9965147972106934,0.9792555570602417,0.8639488220214844,0.9198814630508423
33,0.02475082020553267,0.02520085545383166,0.0964508056640625,6.787431716918945,0.0004999999999999994,1478.8,0.06368786841630936,0.0974416509270668,0.10141333937644958,0.02788584493100643,0.16129590570926666,0.027889905497431755,0.08833195269107819,0.027814766392111778,0.029141059145331383,0.10109035670757294,0.24793387949466705,0.1834830939769745,0.9910078048706055,0.974945604801178,0.979874312877655,0.9969081878662109,0.9505283832550049,0.9968653917312622,0.9784362316131592,0.9969125986099243,0.9969224333763123,0.9801396131515503,0.8673785328865051,0.9230638742446899
34,0.024236146175288412,0.0255093177256482,0.09654131531715393,6.993198394775391,0.0004999999999999994,1521.6,0.061049457639455795,0.09864158183336258,0.09663484990596771,0.03221834450960159,0.15436503291130066,0.027981581166386604,0.09030561149120331,0.02837124466896057,0.030637536197900772,0.10075176507234573,0.24951651692390442,0.18802225589752197,0.9908460974693298,0.974112331867218,0.9814345836639404,0.9965354204177856,0.9548683166503906,0.9969527125358582,0.9756424427032471,0.9969207644462585,0.9967897534370422,0.9802564978599548,0.8640406131744385,0.9215713739395142
35,0.023839495826517655,0.02501679886570716,0.09414117783308029,6.78179407119751,0.0004999999999999994,1563.8,0.060816530138254166,0.09731782972812653,0.09662139415740967,0.027781113982200623,0.1500179022550583,0.02693757973611355,0.08334723114967346,0.026818405836820602,0.027662891894578934,0.09879400581121445,0.24889414012432098,0.1846851259469986,0.9913668036460876,0.9748780131340027,0.9820272922515869,0.9972676038742065,0.9575925469398499,0.9971967935562134,0.9798969030380249,0.9972105026245117,0.997132420539856,0.9812400937080383,0.8644007444381714,0.9201064705848694
36,0.02326362993692471,0.02543223811188549,0.09663496166467667,7.057476043701172,0.0004999999999999994,1606.4,0.06586552411317825,0.10326418280601501,0.09366261214017868,0.026380468159914017,0.15077398717403412,0.02603040263056755,0.09797097742557526,0.028785908594727516,0.02586429938673973,0.0965927317738533,0.2502346634864807,0.1941937953233719,0.9905730485916138,0.9738447666168213,0.9829955101013184,0.9972518682479858,0.956223726272583,0.9972549676895142,0.9752943515777588,0.9967973828315735,0.9972166419029236,0.9816179275512695,0.864755392074585,0.917153000831604
37,0.02305437251066916,0.02570963012178788,0.09763756394386292,7.08030891418457,0.0004999999999999994,1648.6,0.06489499658346176,0.10275416821241379,0.09495972841978073,0.03258543461561203,0.14974761009216309,0.031695276498794556,0.0955653265118599,0.03214235231280327,0.03132752701640129,0.10110185295343399,0.24709071218967438,0.18778571486473083,0.9894914627075195,0.9708130359649658,0.9820130467414856,0.9959158897399902,0.9577084183692932,0.9959726929664612,0.9737158417701721,0.9960706233978271,0.996185302734375,0.9802607297897339,0.8648777604103088,0.9205007553100586
38,0.022653082968417525,0.024271823701769602,0.09384351968765259,6.585695743560791,0.0004999999999999994,1690.8,0.06413199752569199,0.10178535431623459,0.09551979601383209,0.02650819718837738,0.1523379683494568,0.026828130707144737,0.08276095241308212,0.029783086851239204,0.026708288118243217,0.09790616482496262,0.24390271306037903,0.17794948816299438,0.9904234409332275,0.9745500683784485,0.9821295142173767,0.9974002242088318,0.9565248489379883,0.9973263740539551,0.9798238277435303,0.997074544429779,0.9972569346427917,0.9812524318695068,0.8695263862609863,0.9273512363433838
39,0.0225601305753356,0.02537449488554516,0.0960419774055481,6.877340316772461,0.0004999999999999994,1733.4,0.05706624686717987,0.1080445870757103,0.09861569106578827,0.0303177647292614,0.15287835896015167,0.026254039257764816,0.0915159359574318,0.026846950873732567,0.026655713096261024,0.09953334927558899,0.24744807183742523,0.18732689321041107,0.9914956092834473,0.97174072265625,0.9809028506278992,0.9968538880348206,0.9561169743537903,0.9972733855247498,0.97626131772995,0.997245192527771,0.9972783923149109,0.9806742668151855,0.8642044067382812,0.921114981174469
40,0.022265364772082002,0.025659203056455505,0.0939795970916748,6.807963848114014,0.0004999999999999994,1775.4,0.05685487762093544,0.09507198631763458,0.0943216010928154,0.028137605637311935,0.14885854721069336,0.02877236157655716,0.08408519625663757,0.027760008350014687,0.03142077848315239,0.0980488508939743,0.2513138949871063,0.18310947716236115,0.991991400718689,0.9739495515823364,0.98218834400177,0.9969019293785095,0.9579590559005737,0.99687659740448,0.9767370223999023,0.9969348311424255,0.9966850876808167,0.981187105178833,0.8599730134010315,0.9219024181365967
41,0.021788711762194077,0.023906198882617337,0.09073077887296677,6.484938144683838,0.0004999999999999994,1818.3,0.0603100024163723,0.09124429523944855,0.09147491306066513,0.02341010421514511,0.14656952023506165,0.02327870763838291,0.08263060450553894,0.027413830161094666,0.025281140580773354,0.0944695770740509,0.24443590641021729,0.17825071513652802,0.9918988347053528,0.9787105321884155,0.9836696982383728,0.997856080532074,0.9588910937309265,0.9978357553482056,0.9814285039901733,0.9974178671836853,0.9975966215133667,0.9827901124954224,0.8663785457611084,0.9290403723716736
42,0.02156002635419408,0.02403483253007122,0.09204653650522232,6.603464603424072,0.0004999999999999994,1860.9,0.05747556686401367,0.09879158437252045,0.09348677843809128,0.026958411559462547,0.14615276455879211,0.02550145611166954,0.08205977082252502,0.027044525370001793,0.02646573819220066,0.09876484423875809,0.2419280856847763,0.17992883920669556,0.9919677972793579,0.9748631119728088,0.9833406805992126,0.9973141551017761,0.9590535759925842,0.9974193572998047,0.9798170924186707,0.9973432421684265,0.9973217844963074,0.9816058278083801,0.8698945641517639,0.9250960350036621
43,0.021291767486364254,0.023819819665603356,0.09235525876283646,6.692713260650635,0.0004999999999999994,1903.0,0.055893100798130035,0.09122160822153091,0.09664662182331085,0.026008514687418938,0.14597013592720032,0.02616683766245842,0.08854538202285767,0.024575676769018173,0.027353662997484207,0.10257844626903534,0.23992948234081268,0.1833736002445221,0.9925861358642578,0.9784331321716309,0.982890784740448,0.9974668622016907,0.9596039652824402,0.9974960684776306,0.9800583720207214,0.9975222945213318,0.9973417520523071,0.9807209372520447,0.8715410232543945,0.923343300819397
44,0.020914566687492555,0.024631160159820177,0.09568721801042557,6.869508266448975,0.0004999999999999994,1945.4,0.07589497417211533,0.09993411600589752,0.09079527109861374,0.030881285667419434,0.1451701670885086,0.03222249820828438,0.09009098261594772,0.03388339653611183,0.03299976512789726,0.09440866857767105,0.24181926250457764,0.18014630675315857,0.988568127155304,0.9707287549972534,0.984029233455658,0.9960905909538269,0.9592061638832092,0.9959247708320618,0.9763169884681702,0.9956445693969727,0.9958844184875488,0.9821502566337585,0.8717609643936157,0.922948956489563
45,0.020655042316614282,0.024490381543989238,0.09343106299638748,6.785613536834717,0.0003499999999999995,1987.6,0.05735320970416069,0.09900885820388794,0.09468740224838257,0.028409866616129875,0.14510196447372437,0.032328374683856964,0.08539537340402603,0.02706889435648918,0.027721697464585304,0.09845614433288574,0.24308538436889648,0.18255561590194702,0.9916017055511475,0.9744368195533752,0.9823545217514038,0.9971678256988525,0.9597917795181274,0.9966278672218323,0.9785305857658386,0.9971737861633301,0.9970995187759399,0.9809614419937134,0.867544412612915,0.9250722527503967
46,0.018488785949615047,0.022359706240380136,0.08555296808481216,5.993961811065674,0.0003499999999999995,2030.0,0.05122562497854233,0.09213060885667801,0.08693759888410568,0.02145000919699669,0.1414482742547989,0.02112150378525257,0.07510489225387573,0.024250930175185204,0.021651023998856544,0.09045980125665665,0.23491361737251282,0.16594171524047852,0.9936386942863464,0.9786525964736938,0.9849241971969604,0.9980264902114868,0.9611999988555908,0.9980521202087402,0.9833629727363586,0.9977017045021057,0.9979970455169678,0.9835731387138367,0.8742091655731201,0.9361011385917664
47,0.017970397949345546,0.02252656045028345,0.08829938620328903,6.20678186416626,0.0003499999999999995,2072.3,0.06245614215731621,0.09396129101514816,0.08901417255401611,0.02439265511929989,0.13946174085140228,0.026120739057660103,0.07622350007295609,0.025119958445429802,0.023218359798192978,0.09442674368619919,0.23582454025745392,0.16937284171581268,0.9921082854270935,0.9791213274002075,0.9844786524772644,0.9980036020278931,0.9624801874160767,0.9979611039161682,0.9832553863525391,0.9979333877563477,0.9980583190917969,0.9824497699737549,0.8745865821838379,0.9333288073539734
48,0.017792451972351374,0.022602081642172006,0.08773980289697647,6.2162699699401855,0.0003499999999999995,2114.5,0.0586186982691288,0.08271853625774384,0.08762061595916748,0.028722915798425674,0.14282594621181488,0.026420529931783676,0.08028078824281693,0.026377104222774506,0.024934781715273857,0.09156439453363419,0.23589439690113068,0.1668989211320877,0.9930329322814941,0.9810469150543213,0.9847763180732727,0.9974280595779419,0.9610379934310913,0.9977700710296631,0.9829438924789429,0.9977214932441711,0.997900128364563,0.9831547737121582,0.8720523118972778,0.9359759092330933
49,0.017443363269873058,0.02340812136543205,0.089142344892025,6.653683185577393,0.0003499999999999995,2156.9,0.055330511182546616,0.09472334384918213,0.08663997799158096,0.02707560732960701,0.1413591206073761,0.02531960792839527,0.07960183918476105,0.024548733606934547,0.026703443378210068,0.08960705995559692,0.23627446591854095,0.1825244128704071,0.9918491840362549,0.9751101732254028,0.985164225101471,0.997183620929718,0.9620774388313293,0.9973145127296448,0.9794009327888489,0.9973785877227783,0.997249186038971,0.9841756820678711,0.873651921749115,0.9231123924255371
50,0.017362080298936624,0.022195472924931885,0.08469512313604355,5.942257404327393,0.0003499999999999995,2199.4,0.049877412617206573,0.07964500784873962,0.09033970534801483,0.022525517269968987,0.14036992192268372,0.023790011182427406,0.07448510080575943,0.02207712084054947,0.022145839408040047,0.09157218784093857,0.2360101342201233,0.16350342333316803,0.994024932384491,0.9821668863296509,0.9841106534004211,0.9981592297554016,0.962108850479126,0.9980823993682861,0.9840983152389526,0.9981071949005127,0.9982127547264099,0.9836691617965698,0.8731831908226013,0.9365496039390564
51,0.016990293671838054,0.022722795808134907,0.08577150106430054,6.233027935028076,0.0003499999999999995,2241.8,0.052206020802259445,0.0867047980427742,0.08484340459108353,0.02515513263642788,0.1360815018415451,0.024198217317461967,0.07710915803909302,0.02475043199956417,0.024207433685660362,0.08830501139163971,0.23527787625789642,0.17041906714439392,0.9926959872245789,0.9781774878501892,0.9855331182479858,0.9974654316902161,0.9637766480445862,0.997566282749176,0.9812327027320862,0.9974284172058105,0.9975546598434448,0.9844135642051697,0.8726521730422974,0.9324759244918823
